,path,emotion
1,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1002.wav,negative
2,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1004.wav,negative
3,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1005.wav,negative
4,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1009.wav,negative
5,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1016.wav,negative
6,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1021.wav,negative
7,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/104.wav,negative
8,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1045.wav,negative
9,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1051.wav,negative
10,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1058.wav,negative
11,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1061.wav,negative
12,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1072.wav,negative
13,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1073.wav,negative
14,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1087.wav,negative
15,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/109.wav,negative
16,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1100.wav,negative
17,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1104.wav,negative
18,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1110.wav,negative
19,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1112.wav,negative
20,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1119.wav,negative
21,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1126.wav,negative
22,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1129.wav,negative
23,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1131.wav,negative
24,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1133.wav,negative
25,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1134.wav,negative
26,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1137.wav,negative
27,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1141.wav,negative
28,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1143.wav,negative
29,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1148.wav,negative
30,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1152.wav,negative
31,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1154.wav,negative
32,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1156.wav,negative
33,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1160.wav,negative
34,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1161.wav,negative
35,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1162.wav,negative
36,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1165.wav,negative
37,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1175.wav,negative
38,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1176.wav,negative
39,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1178.wav,negative
40,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1180.wav,negative
41,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/119.wav,negative
42,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1191.wav,negative
43,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1193.wav,negative
44,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1195.wav,negative
45,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1197.wav,negative
46,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1199.wav,negative
47,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/12.wav,negative
48,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1200.wav,negative
49,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1201.wav,negative
50,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1215.wav,negative
51,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1218.wav,negative
52,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1220.wav,negative
53,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1227.wav,negative
54,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1233.wav,negative
55,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1238.wav,negative
56,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1239.wav,negative
57,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1244.wav,negative
58,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/125.wav,negative
59,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1252.wav,negative
60,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1253.wav,negative
61,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1257.wav,negative
62,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1258.wav,negative
63,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1259.wav,negative
64,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1260.wav,negative
65,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1261.wav,negative
66,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1263.wav,negative
67,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1268.wav,negative
68,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1269.wav,negative
69,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/127.wav,negative
70,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1271.wav,negative
71,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1276.wav,negative
72,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1280.wav,negative
73,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1289.wav,negative
74,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1291.wav,negative
75,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/130.wav,negative
76,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1302.wav,negative
77,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1304.wav,negative
78,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1321.wav,negative
79,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1324.wav,negative
80,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1328.wav,negative
81,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1329.wav,negative
82,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/133.wav,negative
83,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1331.wav,negative
84,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1341.wav,negative
85,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1342.wav,negative
86,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1343.wav,negative
87,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1344.wav,negative
88,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1349.wav,negative
89,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1350.wav,negative
90,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1353.wav,negative
91,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1356.wav,negative
92,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1358.wav,negative
93,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/137.wav,negative
94,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1370.wav,negative
95,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1372.wav,negative
96,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1374.wav,negative
97,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1376.wav,negative
98,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1378.wav,negative
99,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1380.wav,negative
100,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1381.wav,negative
101,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1383.wav,negative
102,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1384.wav,negative
103,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1388.wav,negative
104,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1389.wav,negative
105,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1392.wav,negative
106,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1393.wav,negative
107,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/140.wav,negative
108,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1408.wav,negative
109,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/141.wav,negative
110,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1411.wav,negative
111,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1413.wav,negative
112,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1417.wav,negative
113,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1419.wav,negative
114,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/142.wav,negative
115,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1428.wav,negative
116,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1431.wav,negative
117,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1438.wav,negative
118,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1441.wav,negative
119,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1442.wav,negative
120,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1446.wav,negative
121,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1448.wav,negative
122,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1454.wav,negative
123,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1456.wav,negative
124,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1457.wav,negative
125,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1465.wav,negative
126,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1466.wav,negative
127,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1468.wav,negative
128,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1473.wav,negative
129,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1475.wav,negative
130,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1478.wav,negative
131,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1485.wav,negative
132,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1495.wav,negative
133,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1497.wav,negative
134,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1498.wav,negative
135,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1499.wav,negative
136,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/15.wav,negative
137,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1501.wav,negative
138,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1504.wav,negative
139,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1506.wav,negative
140,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1508.wav,negative
141,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/151.wav,negative
142,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1511.wav,negative
143,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1516.wav,negative
144,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1521.wav,negative
145,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1522.wav,negative
146,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1525.wav,negative
147,E:/PyCharmProject/Speech-Emotion-Recognition-master/datastet/hwl/negative/1526.wav,negative
